ID,Pred
2022_1389_1436,0.5
2022_1389_1437,0.5
2022_1389_1439,0.5
2022_1389_1458,0.5
2022_1389_1460,0.5
2022_1389_1461,0.5
2022_1389_1463,0.5
2022_1394_1395,0.5
2022_1394_1397,0.5
2022_1394_1400,0.5
2022_1394_1403,0.5
2022_1394_1411,0.5
2022_1394_1412,0.5
2022_1394_1417,0.5
2022_1394_1425,0.5
2022_1394_1436,0.5
2022_1394_1437,0.5
2022_1394_1439,0.5
2022_1394_1458,0.5
2022_1394_1460,0.5
2022_1394_1461,0.5
2022_1394_1463,0.5
2022_1395_1397,0.5
2022_1395_1400,0.5
2022_1395_1403,0.5
2022_1395_1411,0.5
2022_1395_1412,0.5
2022_1395_1417,0.5
2022_1395_1425,0.5
2022_1395_1436,0.5
2022_1395_1437,0.5
2022_1395_1439,0.5
2022_1395_1458,0.5
2022_1395_1460,0.5
2022_1395_1461,0.5
2022_1395_1463,0.5
2022_1397_1400,0.5
2022_1397_1403,0.5
2022_1397_1411,0.5
2022_1397_1412,0.5
2022_1397_1417,0.5
2022_1397_1425,0.5
2022_1397_1436,0.5
2022_1397_1437,0.5
2022_1397_1439,0.5
2022_1397_1458,0.5
2022_1397_1460,0.5
2022_1397_1461,0.5
2022_1397_1463,0.5
2022_1400_1403,0.5
2022_1400_1411,0.5
2022_1400_1412,0.5
2022_1400_1417,0.5
2022_1400_1425,0.5
2022_1400_1436,0.5
2022_1400_1437,0.5
2022_1400_1439,0.5
2022_1400_1458,0.5
2022_1400_1460,0.5
2022_1400_1461,0.5
2022_1400_1463,0.5
2022_1403_1411,0.5
2022_1403_1412,0.5
2022_1403_1417,0.5
2022_1403_1425,0.5
2022_1403_1436,0.5
2022_1403_1437,0.5
2022_1403_1439,0.5
2022_1403_1458,0.5
2022_1403_1460,0.5
2022_1403_1461,0.5
2022_1403_1463,0.5
2022_1411_1412,0.5
2022_1411_1417,0.5
2022_1411_1425,0.5
2022_1411_1436,0.5
2022_1411_1437,0.5
2022_1411_1439,0.5
2022_1411_1458,0.5
2022_1411_1460,0.5
2022_1411_1461,0.5
2022_1411_1463,0.5
2022_1412_1417,0.5
2022_1412_1425,0.5
2022_1412_1436,0.5
2022_1412_1437,0.5
2022_1412_1439,0.5
2022_1412_1458,0.5
2022_1412_1460,0.5
2022_1412_1461,0.5
2022_1412_1463,0.5
2022_1417_1425,0.5
2022_1417_1436,0.5
2022_1417_1437,0.5
2022_1417_1439,0.5
2022_1417_1458,0.5
2022_1417_1460,0.5
2022_1417_1461,0.5
2022_1417_1463,0.5
2022_1425_1436,0.5
2022_1425_1437,0.5
2022_1425_1439,0.5
2022_1425_1458,0.5
2022_1425_1460,0.5
2022_1425_1461,0.5
2022_1425_1463,0.5
2022_1436_1437,0.5
2022_1436_1439,0.5
2022_1436_1458,0.5
2022_1436_1460,0.5
2022_1436_1461,0.5
2022_1436_1463,0.5
2022_1437_1439,0.5
2022_1437_1458,0.5
2022_1437_1460,0.5
2022_1437_1461,0.5
2022_1437_1463,0.5
2022_1439_1458,0.5
2022_1439_1460,0.5
2022_1439_1461,0.5
2022_1439_1463,0.5
2022_1458_1460,0.5
2022_1458_1461,0.5
2022_1458_1463,0.5
2022_1460_1461,0.5
2022_1460_1463,0.5
2022_1461_1463,0.5
